  1   1.18229E-02  -2.36458E-02  -2.55112E+01  -2.47319E+01
  2  -2.36458E-02  -1.46794E-02  -2.47319E+01  -2.39583E+01
  3  -1.46794E-02  -1.76226E-02  -2.39583E+01  -2.31882E+01
  4  -1.76226E-02  -1.73748E-02  -2.31882E+01  -2.24223E+01
  5  -1.73748E-02  -1.79780E-02  -2.24223E+01  -2.16606E+01
  6  -1.79780E-02  -1.83439E-02  -2.16606E+01  -2.09032E+01
  7  -1.83439E-02  -1.87580E-02  -2.09032E+01  -2.01502E+01
  8  -1.87580E-02  -1.91359E-02  -2.01502E+01  -1.94017E+01
  9  -1.91359E-02  -1.94907E-02  -1.94017E+01  -1.86579E+01
 10  -1.94907E-02  -1.98074E-02  -1.86579E+01  -1.79186E+01
 11  -1.98074E-02  -2.00758E-02  -1.79186E+01  -1.71842E+01
 12  -2.00758E-02  -2.02817E-02  -1.71842E+01  -1.64545E+01
 13  -2.02817E-02  -2.04080E-02  -1.64545E+01  -1.57298E+01
 14  -2.04080E-02  -2.04344E-02  -1.57298E+01  -1.50099E+01
 15  -2.04344E-02  -2.03360E-02  -1.50099E+01  -1.42949E+01
 16  -2.03360E-02  -2.00828E-02  -1.42949E+01  -1.35848E+01
 17  -2.00828E-02  -1.96388E-02  -1.35848E+01  -1.28796E+01
 18  -1.96388E-02  -1.89603E-02  -1.28796E+01  -1.21790E+01
 19  -1.89603E-02  -1.79946E-02  -1.21790E+01  -1.14830E+01
 20  -1.79946E-02  -1.66781E-02  -1.14380E+01  -1.07913E+01
 21  -1.66781E-02  -1.49334E-02  -1.07913E+01  -1.01036E+01
 22  -1.49334E-02  -1.26670E-02  -1.01036E+01  -9.41952E+00
 23  -1.26670E-02  -9.76488E-03  -9.41952E+00  -8.73845E+00
 24  -9.76488E-03  -6.08817E-03  -8.73845E+00  -8.05974E+00
 25  -6.08817E-03  -1.46688E-03  -8.05974E+00  -7.38248E+00
 26  -1.46688E-03   4.30758E-03  -7.38248E+00  -6.70557E+00
 27   4.30758E-03   1.14919E-02  -6.70557E+00  -6.02763E+00
 28   1.14919E-02   2.04026E-02  -6.02763E+00  -5.34694E+00
 29   2.04026E-02   3.14302E-02  -5.34694E+00  -4.66134E+00
 30   3.14302E-02   4.50547E-02  -4.66134E+00  -3.96821E+00
 31   4.50547E-02   6.18616E-02  -3.96821E+00  -3.26426E+00
 32   6.18616E-02   8.25526E-02  -3.26426E+00  -2.54546E+00
 33   8.25526E-02   1.07939E-01  -2.54546E+00  -1.80685E+00
 34   1.07939E-01   1.38897E-01  -1.80685E+00  -1.04234E+00
 35   1.38897E-01   1.76234E-01  -1.04234E+00  -2.44487E-01
 36   1.76234E-01   2.20387E-01  -2.44487E-01   5.95659E-01
 37   2.20387E-01   2.70814E-01   5.95659E-01   1.48870E+00
 38   2.70814E-01   3.24880E-01   1.48870E+00   2.44673E+00
 39   3.24880E-01   3.76096E-01   2.44673E+00   3.48274E+00
 40   3.76096E-01   4.11895E-01   3.48274E+00   4.60901E+00
 41   4.11895E-01   4.12194E-01   4.60901E+00   5.83413E+00
 42   4.12194E-01   3.52176E-01   5.83413E+00   7.15818E+00
 43   3.52176E-01   2.14860E-01   7.15818E+00   8.56675E+00
 44   2.14860E-01   1.56932E-02   8.56675E+00   1.00269E+01
 45   1.56932E-02  -1.84529E-01   1.00269E+01   1.14908E+01
 46  -1.84529E-01  -3.17740E-01   1.14908E+01   1.29104E+01
 47  -3.17740E-01  -3.51796E-01   1.29104E+01   1.42538E+01
 48  -3.51796E-01  -2.86379E-01   1.42538E+01   1.55127E+01
 49  -2.86379E-01  -2.68214E-01   1.55127E+01   1.67029E+01
 50  -2.68214E-01   1.34107E-01   1.67029E+01   1.78287E+01
