  1  -4.85605E+00   9.71211E+00  -2.44778E+01  -2.50688E+01
  2   9.71211E+00  -9.31384E+00  -2.50688E+01  -2.33288E+01
  3  -9.31384E+00   9.24600E+00  -2.33288E+01  -2.38242E+01
  4   9.24600E+00  -5.09678E+00  -2.38242E+01  -2.21005E+01
  5  -5.09678E+00  -3.51130E-01  -2.21005E+01  -2.16001E+01
  6  -3.51130E-01  -5.73409E-01  -2.16001E+01  -2.11839E+01
  7  -5.73409E-01   1.83302E+00  -2.11839E+01  -2.09054E+01
  8   1.83302E+00  -7.68878E-01  -2.09054E+01  -2.01869E+01
  9  -7.68878E-01   9.36371E-01  -2.01869E+01  -1.96529E+01
 10   9.36371E-01  -8.65172E-01  -1.96529E+01  -1.88943E+01
 11  -8.65172E-01  -1.42540E+00  -1.88943E+01  -1.83432E+01
 12  -1.42540E+00   4.34705E+00  -1.83432E+01  -1.81343E+01
 13   4.34705E+00   3.61550E-01  -1.81343E+01  -1.68820E+01
 14   3.61550E-01  -3.50574E+00  -1.68820E+01  -1.55430E+01
 15  -3.50574E+00   2.59550E+00  -1.55430E+01  -1.50454E+01
 16   2.59550E+00  -1.44563E+00  -1.50454E+01  -1.39249E+01
 17  -1.44563E+00  -8.64470E-01  -1.39249E+01  -1.31513E+01
 18  -8.64470E-01   8.82476E-01  -1.31513E+01  -1.25851E+01
 19   8.82476E-01   1.35231E-01  -1.25851E+01  -1.18072E+01
 20   1.35231E-01   8.48986E-02  -1.18072E+01  -1.09968E+01
 21   8.48986E-02  -5.89033E-02  -1.09968E+01  -1.01661E+01
 22  -5.89033E-02  -1.07275E-01  -1.01661E+01  -9.34947E+00
 23  -1.07275E-01  -1.53774E-01  -9.34947E+00  -8.55860E+00
 24  -1.53774E-01  -6.39482E-02  -8.55860E+00  -7.80464E+00
 25  -6.39482E-02  -1.27604E-01  -7.80464E+00  -7.06602E+00
 26  -1.27604E-01  -3.16007E-01  -7.06602E+00  -6.35803E+00
 27  -3.16007E-01  -7.55843E-02  -6.35803E+00  -5.72588E+00
 28  -7.55843E-02   6.48945E-02  -5.72588E+00  -5.11188E+00
 29   6.48945E-02   5.15827E-02  -5.11188E+00  -4.48229E+00
 30   5.15827E-02  -4.79565E-01  -4.48229E+00  -3.84033E+00
 31  -4.79565E-01   3.59783E-01  -3.84033E+00  -3.31347E+00
 32   3.59783E-01  -3.04381E-01  -3.31347E+00  -2.70025E+00
 33  -3.04381E-01   1.12514E-01  -2.70025E+00  -2.16009E+00
 34   1.12514E-01   1.90268E-01  -2.16009E+00  -1.59292E+00
 35   1.90268E-01   1.96365E-01  -1.59292E+00  -9.80089E-01
 36   1.96365E-01   1.78507E-01  -9.80089E-01  -3.20131E-01
 37   1.78507E-01   1.77190E-01  -3.20131E-01   3.82669E-01
 38   1.77190E-01   1.92652E-01   3.82669E-01   1.12800E+00
 39   1.92652E-01   2.20472E-01   1.12800E+00   1.91956E+00
 40   2.20472E-01   2.52940E-01   1.91956E+00   2.76403E+00
 41   2.52940E-01   2.82221E-01   2.76403E+00   3.66921E+00
 42   2.82221E-01   3.00417E-01   3.66921E+00   4.64213E+00
 43   3.00417E-01   2.99089E-01   4.64213E+00   5.68714E+00
 44   2.99089E-01   2.69658E-01   5.68714E+00   6.80394E+00
 45   2.69658E-01   2.08129E-01   6.80394E+00   7.98545E+00
 46   2.08129E-01   1.12949E-01   7.98545E+00   9.21692E+00
 47   1.12949E-01   9.86067E-03   9.21692E+00   1.04755E+01
 48   9.86067E-03  -1.12290E-01   1.04755E+01   1.17364E+01
 49  -1.12290E-01  -2.95924E-02   1.17364E+01   1.29704E+01
 50  -2.95924E-02   1.47962E-02   1.29704E+01   1.41973E+01
