  1  -2.06818E+00   4.13636E+00  -1.54059E+01  -1.51150E+01
  2   4.13636E+00  -8.93460E+00  -1.51150E+01  -1.38314E+01
  3  -8.93460E+00   1.08282E+01  -1.38314E+01  -1.46921E+01
  4   1.08282E+01  -2.97377E+00  -1.46921E+01  -1.29540E+01
  5  -2.97377E+00  -2.25377E+00  -1.29540E+01  -1.19296E+01
  6  -2.25377E+00   2.79041E+00  -1.19296E+01  -1.14462E+01
  7   2.79041E+00  -1.37253E+00  -1.14462E+01  -1.02930E+01
  8  -1.37253E+00  -3.87183E-01  -1.02930E+01  -9.46928E+00
  9  -3.87183E-01   3.36588E-01  -9.46928E+00  -8.73845E+00
 10   3.36588E-01   2.05509E-01  -8.73845E+00  -7.92684E+00
 11   2.05509E-01  -9.13383E-02  -7.92684E+00  -7.06591E+00
 12  -9.13383E-02   5.02385E-01  -7.06591E+00  -6.22691E+00
 13   5.02385E-01  -1.25938E-01  -6.22691E+00  -5.26733E+00
 14  -1.25938E-01  -6.87925E-01  -5.26733E+00  -4.33797E+00
 15  -6.87925E-01   8.12958E-02  -4.33797E+00  -3.57372E+00
 16   8.12958E-02  -2.46616E-01  -3.57372E+00  -2.78995E+00
 17  -2.46616E-01  -3.03295E-01  -2.78995E+00  -2.06538E+00
 18  -3.03295E-01  -9.83392E-02  -2.06538E+00  -1.41359E+00
 19  -9.83392E-02  -7.94911E-02  -1.41359E+00  -7.85408E-01
 20  -7.94911E-02  -7.66879E-02  -7.85408E-01  -1.76302E-01
 21  -7.66879E-02  -8.63431E-02  -1.76302E-01   4.14399E-01
 22  -8.63431E-02  -9.05049E-02   4.14399E-01   9.84378E-01
 23  -9.05049E-02  -9.00801E-02   9.84378E-01   1.53264E+00
 24  -9.00801E-02  -8.47287E-02   1.53264E+00   2.05927E+00
 25  -8.47287E-02  -7.78775E-02   2.05927E+00   2.56558E+00
 26  -7.78775E-02  -7.05918E-02   2.56558E+00   3.05319E+00
 27  -7.05918E-02  -5.90727E-02   3.05319E+00   3.52386E+00
 28  -5.90727E-02  -4.74236E-02   3.52386E+00   3.98035E+00
 29  -4.74236E-02  -3.62205E-02   3.98035E+00   4.42546E+00
 30  -3.62205E-02  -2.90446E-02   4.42546E+00   4.86188E+00
 31  -2.90446E-02  -8.69943E-03   4.86188E+00   5.29133E+00
 32  -8.69943E-03  -2.75832E-04   5.29133E+00   5.71869E+00
 33  -2.75832E-04   1.96726E-02   5.71869E+00   6.14599E+00
 34   1.96726E-02   3.91533E-02   6.14599E+00   6.57800E+00
 35   3.91533E-02   6.09268E-02   6.57800E+00   7.01941E+00
 36   6.09268E-02   8.60213E-02   7.01941E+00   7.47545E+00
 37   8.60213E-02   1.15234E-01   7.47545E+00   7.95213E+00
 38   1.15234E-01   1.48588E-01   7.95213E+00   8.45646E+00
 39   1.48588E-01   1.85161E-01   8.45646E+00   8.99646E+00
 40   1.85161E-01   2.22451E-01   8.99646E+00   9.58090E+00
 41   2.22451E-01   2.55866E-01   9.58090E+00   1.02187E+01
 42   2.55866E-01   2.78501E-01   1.02187E+01   1.09180E+01
 43   2.78501E-01   2.83080E-01   1.09180E+01   1.16840E+01
 44   2.83080E-01   2.62093E-01   1.16840E+01   1.25180E+01
 45   2.62093E-01   2.21026E-01   1.25180E+01   1.34149E+01
 46   2.21026E-01   1.44689E-01   1.34149E+01   1.43649E+01
 47   1.44689E-01   1.33750E-01   1.43649E+01   1.53496E+01
 48   1.33750E-01  -1.00279E-01   1.53496E+01   1.63664E+01
 49  -1.00279E-01   7.07988E-01   1.63664E+01   1.73591E+01
 50   7.07988E-01  -3.53994E-01   1.73591E+01   1.85217E+01
