  1   1.34102E-02  -2.68205E-02  -2.55941E+01  -2.48408E+01
  2  -2.68205E-02  -1.66309E-02  -2.48408E+01  -2.40939E+01
  3  -1.66309E-02  -1.99547E-02  -2.40939E+01  -2.33511E+01
  4  -1.99547E-02  -1.96575E-02  -2.33511E+01  -2.26130E+01
  5  -1.96575E-02  -2.03264E-02  -2.26130E+01  -2.18796E+01
  6  -2.03264E-02  -2.07272E-02  -2.18796E+01  -2.11511E+01
  7  -2.07272E-02  -2.11843E-02  -2.11511E+01  -2.04276E+01
  8  -2.11843E-02  -2.16034E-02  -2.04276E+01  -1.97091E+01
  9  -2.16034E-02  -2.20005E-02  -1.97091E+01  -1.89959E+01
 10  -2.20005E-02  -2.23602E-02  -1.89959E+01  -1.82879E+01
 11  -2.23602E-02  -2.26732E-02  -1.82879E+01  -1.75853E+01
 12  -2.26732E-02  -2.29256E-02  -1.75853E+01  -1.68881E+01
 13  -2.29256E-02  -2.31017E-02  -1.68881E+01  -1.61965E+01
 14  -2.31017E-02  -2.31822E-02  -1.61965E+01  -1.55103E+01
 15  -2.31822E-02  -2.31439E-02  -1.55103E+01  -1.48298E+01
 16  -2.31439E-02  -2.29591E-02  -1.48298E+01  -1.41548E+01
 17  -2.29591E-02  -2.25945E-02  -1.41548E+01  -1.34853E+01
 18  -2.25945E-02  -2.20100E-02  -1.34853E+01  -1.28212E+01
 19  -2.20100E-02  -2.11574E-02  -1.28212E+01  -1.21624E+01
 20  -2.11574E-02  -1.99787E-02  -1.21624E+01  -1.15087E+01
 21  -1.99787E-02  -1.84040E-02  -1.15087E+01  -1.08598E+01
 22  -1.84040E-02  -1.63488E-02  -1.08598E+01  -1.02153E+01
 23  -1.63488E-02  -1.37108E-02  -1.02153E+01  -9.57474E+00
 24  -1.37108E-02  -1.03658E-02  -9.57474E+00  -8.93745E+00
 25  -1.03658E-02  -6.16232E-03  -8.93745E+00  -8.30266E+00
 26  -6.16232E-03  -9.15489E-04  -8.30266E+00  -7.66934E+00
 27  -9.15489E-04   5.60137E-03  -7.66934E+00  -7.03625E+00
 28   5.60137E-03   1.36664E-02  -7.03625E+00  -6.40181E+00
 29   1.36664E-02   2.36209E-02  -6.40181E+00  -5.76409E+00
 30   2.36209E-02   3.58820E-02  -5.76409E+00  -5.12070E+00
 31   3.58820E-02   5.09546E-02  -5.12070E+00  -4.46870E+00
 32   5.09546E-02   6.94376E-02  -4.46870E+00  -3.80447E+00
 33   6.94376E-02   9.20141E-02  -3.80447E+00  -3.12357E+00
 34   9.20141E-02   1.19403E-01  -3.12357E+00  -2.42059E+00
 35   1.19403E-01   1.52233E-01  -2.42059E+00  -1.68896E+00
 36   1.52233E-01   1.90763E-01  -1.68896E+00  -9.20788E-01
 37   1.90763E-01   2.34333E-01  -9.20788E-01  -1.06834E-01
 38   2.34333E-01   2.80392E-01  -1.06834E-01   7.63360E-01
 39   2.80392E-01   3.23003E-01   7.63360E-01   1.70085E+00
 40   3.23003E-01   3.51091E-01   1.70085E+00   2.71586E+00
 41   3.51091E-01   3.47669E-01   2.71586E+00   3.81513E+00
 42   3.47669E-01   2.93155E-01   3.81513E+00   4.99784E+00
 43   2.93155E-01   1.77064E-01   4.99784E+00   6.25091E+00
 44   1.77064E-01   1.68817E-02   6.25091E+00   7.54647E+00
 45   1.68817E-02  -1.37836E-01   7.54647E+00   8.84609E+00
 46  -1.37836E-01  -2.36519E-01   8.84609E+00   1.01126E+01
 47  -2.36519E-01  -2.49035E-01   1.01126E+01   1.13224E+01
 48  -2.49035E-01  -1.95933E-01   1.13224E+01   1.24724E+01
 49  -1.95933E-01  -1.60453E-01   1.24724E+01   1.35754E+01
 50  -1.60453E-01   8.02267E-02   1.35754E+01   1.46398E+01
