# rad[Rsun] Temperature[K] rho[cgs] Pressure[cgs] xmr[0-1] Hp[cm] gmr[cm/s2] gsurf[cm/s2] grav[cm/s2] phi delta abadd abla abmu Nt2[rad2/sec2] Nmu2[rad2/sec2] N2[rad2/sec2] N[rad/sec] Kt[cgs] cp gamma1 kap[cgs] eint[erg/g/s]
5.916080000e-04 8.553600000e+06 3.533100000e+01 4.106100000e+16 5.194000000e-09 2.858170000e+12 4.066120000e+02 2.434760000e+04 1.670030000e-02 1.001680000e+00 9.829060000e-01 3.972410000e-01 2.258260000e-01 4.306010000e-05 2.396930000e-11 6.136160000e-15 2.397540000e-11 4.896470000e-06 1.667700000e+05 3.361800000e+08 1.667000000e+00 2.704200000e+00 1.743300000e+15
6.286770000e-04 8.553600000e+06 3.533100000e+01 4.106100000e+16 6.232800000e-09 2.689640000e+12 4.320900000e+02 2.434760000e+04 1.774670000e-02 1.001680000e+00 9.829060000e-01 3.972410000e-01 2.258260000e-01 4.081560000e-05 2.706720000e-11 6.568030000e-15 2.707370000e-11 5.203240000e-06 1.667700000e+05 3.361800000e+08 1.667000000e+00 2.704200000e+00 1.743300000e+15
6.919490000e-04 8.553600000e+06 3.533100000e+01 4.106100000e+16 8.310400000e-09 2.443700000e+12 4.755760000e+02 2.434760000e+04 1.953280000e-02 1.001680000e+00 9.829060000e-01 3.972410000e-01 2.258250000e-01 3.634600000e-05 3.278950000e-11 7.085280000e-15 3.279660000e-11 5.726830000e-06 1.667700000e+05 3.361800000e+08 1.667000000e+00 2.704200000e+00 1.743300000e+15
7.453800000e-04 8.553600000e+06 3.533100000e+01 4.106100000e+16 1.038800000e-08 2.268530000e+12 5.122980000e+02 2.434760000e+04 2.104100000e-02 1.001680000e+00 9.829060000e-01 3.972410000e-01 2.258250000e-01 2.999250000e-05 3.804890000e-11 6.784540000e-15 3.805570000e-11 6.168930000e-06 1.667700000e+05 3.361800000e+08 1.667000000e+00 2.704200000e+00 1.743300000e+15
7.920840000e-04 8.553600000e+06 3.533100000e+01 4.106000000e+16 1.246560000e-08 2.134770000e+12 5.443980000e+02 2.434760000e+04 2.235940000e-02 1.001680000e+00 9.829060000e-01 3.972410000e-01 2.258250000e-01 2.594980000e-05 4.296640000e-11 6.628710000e-15 4.297310000e-11 6.555380000e-06 1.667700000e+05 3.361800000e+08 1.667000000e+00 2.704200000e+00 1.743300000e+15
8.718020000e-04 8.553600000e+06 3.533100000e+01 4.106000000e+16 1.662090000e-08 1.939570000e+12 5.991870000e+02 2.434760000e+04 2.460970000e-02 1.001680000e+00 9.829060000e-01 3.972410000e-01 2.258250000e-01 2.012510000e-05 5.205010000e-11 6.227660000e-15 5.205630000e-11 7.215010000e-06 1.667700000e+05 3.361800000e+08 1.667000000e+00 2.704200000e+00 1.743300000e+15
9.595430000e-04 8.553600000e+06 3.533100000e+01 4.106000000e+16 2.216110000e-08 1.762210000e+12 6.594900000e+02 2.434760000e+04 2.708650000e-02 1.001680000e+00 9.829060000e-01 3.972410000e-01 2.258250000e-01 1.425770000e-05 6.305410000e-11 5.344750000e-15 6.305950000e-11 7.941000000e-06 1.667700000e+05 3.361800000e+08 1.667000000e+00 2.704200000e+00 1.743300000e+15
1.019667000e-03 8.553500000e+06 3.533100000e+01 4.106000000e+16 2.659340000e-08 1.658310000e+12 7.008120000e+02 2.434760000e+04 2.878360000e-02 1.001680000e+00 9.829060000e-01 3.972410000e-01 2.258250000e-01 1.220530000e-05 7.120340000e-11 5.166720000e-15 7.120860000e-11 8.438520000e-06 1.667800000e+05 3.361800000e+08 1.667000000e+00 2.704200000e+00 1.743300000e+15
1.122289000e-03 8.553500000e+06 3.533100000e+01 4.106000000e+16 3.545780000e-08 1.506670000e+12 7.713430000e+02 2.434760000e+04 3.168050000e-02 1.001680000e+00 9.829060000e-01 3.972410000e-01 2.258250000e-01 1.119240000e-05 8.625670000e-11 5.739590000e-15 8.626250000e-11 9.287760000e-06 1.667800000e+05 3.361800000e+08 1.667000000e+00 2.704200000e+00 1.743300000e+15
1.235240000e-03 8.553500000e+06 3.533100000e+01 4.106000000e+16 4.727710000e-08 1.368900000e+12 8.489710000e+02 2.434760000e+04 3.486880000e-02 1.001680000e+00 9.829070000e-01 3.972410000e-01 2.258250000e-01 1.072280000e-05 1.044920000e-10 6.661270000e-15 1.044990000e-10 1.022250000e-05 1.667800000e+05 3.361800000e+08 1.667000000e+00 2.704200000e+00 1.743300000e+15
1.359559000e-03 8.553500000e+06 3.533000000e+01 4.105900000e+16 6.303610000e-08 1.243730000e+12 9.344110000e+02 2.434760000e+04 3.837800000e-02 1.001680000e+00 9.829070000e-01 3.972410000e-01 2.258250000e-01 1.046010000e-05 1.265830000e-10 7.871810000e-15 1.265910000e-10 1.125130000e-05 1.667800000e+05 3.361800000e+08 1.667000000e+00 2.704200000e+00 1.743300000e+15
1.464542000e-03 8.553500000e+06 3.533000000e+01 4.105900000e+16 7.879510000e-08 1.154580000e+12 1.006560000e+03 2.434760000e+04 4.134140000e-02 1.001680000e+00 9.829070000e-01 3.972410000e-01 2.258250000e-01 1.008920000e-05 1.468870000e-10 8.810590000e-15 1.468960000e-10 1.212010000e-05 1.667800000e+05 3.361800000e+08 1.667000000e+00 2.704200000e+00 1.743300000e+15
1.556310000e-03 8.553500000e+06 3.533000000e+01 4.105900000e+16 9.455420000e-08 1.086500000e+12 1.069630000e+03 2.434760000e+04 4.393170000e-02 1.001680000e+00 9.829070000e-01 3.972410000e-01 2.258240000e-01 1.012430000e-05 1.658710000e-10 9.983890000e-15 1.658810000e-10 1.287950000e-05 1.667800000e+05 3.361800000e+08 1.667000000e+00 2.704200000e+00 1.743200000e+15
1.712943000e-03 8.553500000e+06 3.533000000e+01 4.105800000e+16 1.260722000e-07 9.871510000e+11 1.177280000e+03 2.434760000e+04 4.835290000e-02 1.001680000e+00 9.829070000e-01 3.972410000e-01 2.258240000e-01 1.071590000e-05 2.009380000e-10 1.280120000e-14 2.009510000e-10 1.417570000e-05 1.667800000e+05 3.361800000e+08 1.667000000e+00 2.704300000e+00 1.743200000e+15
1.885342000e-03 8.553400000e+06 3.532900000e+01 4.105800000e+16 1.680963000e-07 8.968880000e+11 1.295760000e+03 2.434760000e+04 5.321910000e-02 1.001680000e+00 9.829070000e-01 3.972410000e-01 2.258240000e-01 1.126490000e-05 2.434180000e-10 1.630200000e-14 2.434340000e-10 1.560240000e-05 1.667800000e+05 3.361800000e+08 1.667000000e+00 2.704300000e+00 1.743200000e+15
2.030927000e-03 8.553400000e+06 3.532900000e+01 4.105700000e+16 2.101204000e-07 8.325970000e+11 1.395810000e+03 2.434760000e+04 5.732830000e-02 1.001680000e+00 9.829070000e-01 3.972410000e-01 2.258230000e-01 1.074070000e-05 2.824610000e-10 1.803650000e-14 2.824790000e-10 1.680710000e-05 1.667800000e+05 3.361800000e+08 1.667000000e+00 2.704300000e+00 1.743200000e+15
2.158185000e-03 8.553400000e+06 3.532900000e+01 4.105700000e+16 2.521445000e-07 7.835050000e+11 1.483260000e+03 2.434760000e+04 6.092020000e-02 1.001680000e+00 9.829080000e-01 3.972410000e-01 2.258230000e-01 1.044060000e-05 3.189660000e-10 1.979850000e-14 3.189860000e-10 1.786020000e-05 1.667800000e+05 3.361800000e+08 1.667000000e+00 2.704300000e+00 1.743200000e+15
2.375398000e-03 8.553400000e+06 3.532800000e+01 4.105600000e+16 3.361926000e-07 7.118620000e+11 1.632530000e+03 2.434760000e+04 6.705090000e-02 1.001680000e+00 9.829080000e-01 3.972410000e-01 2.258230000e-01 1.089890000e-05 3.863990000e-10 2.503660000e-14 3.864240000e-10 1.965770000e-05 1.667900000e+05 3.361800000e+08 1.667000000e+00 2.704300000e+00 1.743200000e+15
2.558827000e-03 8.553300000e+06 3.532800000e+01 4.105500000e+16 4.202408000e-07 6.608360000e+11 1.758580000e+03 2.434760000e+04 7.222800000e-02 1.001680000e+00 9.829080000e-01 3.972410000e-01 2.258220000e-01 1.018820000e-05 4.483740000e-10 2.715780000e-14 4.484010000e-10 2.117550000e-05 1.667900000e+05 3.361800000e+08 1.667000000e+00 2.704300000e+00 1.743200000e+15
2.719167000e-03 8.553300000e+06 3.532700000e+01 4.105400000e+16 5.042889000e-07 6.218710000e+11 1.868760000e+03 2.434760000e+04 7.675330000e-02 1.001680000e+00 9.829090000e-01 3.972410000e-01 2.258220000e-01 9.787210000e-06 5.063210000e-10 2.946050000e-14 5.063510000e-10 2.250220000e-05 1.667900000e+05 3.361800000e+08 1.667000000e+00 2.704300000e+00 1.743200000e+15
2.992845000e-03 8.553200000e+06 3.532600000e+01 4.105300000e+16 6.723852000e-07 5.650090000e+11 2.056810000e+03 2.434760000e+04 8.447710000e-02 1.001680000e+00 9.829090000e-01 3.972410000e-01 2.258210000e-01 1.067870000e-05 6.133610000e-10 3.893900000e-14 6.133990000e-10 2.476690000e-05 1.667900000e+05 3.361800000e+08 1.667000000e+00 2.704300000e+00 1.743200000e+15
3.223959000e-03 8.553200000e+06 3.532500000e+01 4.105200000e+16 8.404815000e-07 5.245090000e+11 2.215610000e+03 2.434760000e+04 9.099940000e-02 1.001680000e+00 9.829090000e-01 3.972410000e-01 2.258200000e-01 1.010550000e-05 7.117370000e-10 4.275890000e-14 7.117800000e-10 2.667920000e-05 1.668000000e+05 3.361800000e+08 1.667000000e+00 2.704300000e+00 1.743200000e+15
3.425982000e-03 8.553100000e+06 3.532400000e+01 4.105000000e+16 1.008577800e-06 4.935830000e+11 2.354420000e+03 2.434760000e+04 9.670040000e-02 1.001680000e+00 9.829100000e-01 3.972410000e-01 2.258190000e-01 9.928320000e-06 8.037200000e-10 4.743820000e-14 8.037670000e-10 2.835080000e-05 1.668000000e+05 3.361900000e+08 1.667000000e+00 2.704400000e+00 1.743200000e+15
3.770811000e-03 8.553000000e+06 3.532300000e+01 4.104800000e+16 1.344770400e-06 4.484510000e+11 2.591340000e+03 2.434760000e+04 1.064310000e-01 1.001680000e+00 9.829110000e-01 3.972410000e-01 2.258180000e-01 1.067930000e-05 9.736270000e-10 6.181310000e-14 9.736890000e-10 3.120400000e-05 1.668100000e+05 3.361900000e+08 1.667000000e+00 2.704400000e+00 1.743100000e+15
4.099370000e-03 8.552900000e+06 3.532100000e+01 4.104600000e+16 1.727764200e-06 4.125140000e+11 2.817050000e+03 2.434760000e+04 1.157020000e-01 1.001680000e+00 9.829120000e-01 3.972410000e-01 2.258160000e-01 1.041890000e-05 1.150660000e-09 7.127040000e-14 1.150730000e-09 3.392240000e-05 1.668100000e+05 3.361900000e+08 1.667000000e+00 2.704400000e+00 1.743100000e+15
4.382330000e-03 8.552700000e+06 3.531900000e+01 4.104300000e+16 2.110758100e-06 3.858830000e+11 3.011430000e+03 2.434760000e+04 1.236850000e-01 1.001680000e+00 9.829130000e-01 3.972410000e-01 2.258150000e-01 1.034740000e-05 1.314950000e-09 8.088720000e-14 1.315030000e-09 3.626340000e-05 1.668200000e+05 3.361900000e+08 1.667000000e+00 2.704500000e+00 1.743100000e+15
4.858836000e-03 8.552600000e+06 3.531700000e+01 4.103900000e+16 2.876745700e-06 3.480470000e+11 3.338740000e+03 2.434760000e+04 1.371280000e-01 1.001680000e+00 9.829140000e-01 3.972410000e-01 2.258130000e-01 1.065160000e-05 1.616380000e-09 1.023500000e-13 1.616480000e-09 4.020550000e-05 1.668300000e+05 3.361900000e+08 1.667000000e+00 2.704500000e+00 1.743100000e+15
5.256699000e-03 8.552400000e+06 3.531500000e+01 4.103600000e+16 3.642733300e-06 3.217100000e+11 3.611990000e+03 2.434760000e+04 1.483510000e-01 1.001680000e+00 9.829150000e-01 3.972410000e-01 2.258110000e-01 1.048660000e-05 1.891850000e-09 1.179350000e-13 1.891970000e-09 4.349670000e-05 1.668400000e+05 3.361900000e+08 1.667000000e+00 2.704600000e+00 1.743000000e+15
5.602046000e-03 8.552300000e+06 3.531300000e+01 4.103300000e+16 4.408721000e-06 3.018830000e+11 3.849150000e+03 2.434760000e+04 1.580920000e-01 1.001680000e+00 9.829170000e-01 3.972410000e-01 2.258080000e-01 1.045860000e-05 2.148500000e-09 1.335760000e-13 2.148640000e-09 4.635340000e-05 1.668500000e+05 3.361900000e+08 1.667000000e+00 2.704600000e+00 1.743000000e+15
5.989683000e-03 8.552100000e+06 3.531000000e+01 4.102900000e+16 5.388471700e-06 2.823520000e+11 4.115310000e+03 2.434760000e+04 1.690240000e-01 1.001680000e+00 9.829180000e-01 3.972410000e-01 2.258060000e-01 1.058910000e-05 2.456010000e-09 1.545970000e-13 2.456160000e-09 4.955970000e-05 1.668600000e+05 3.361900000e+08 1.667000000e+00 2.704600000e+00 1.743000000e+15
6.332772000e-03 8.551800000e+06 3.530700000e+01 4.102400000e+16 6.368222300e-06 2.670600000e+11 4.350860000e+03 2.434760000e+04 1.786980000e-01 1.001680000e+00 9.829200000e-01 3.972410000e-01 2.258040000e-01 1.065170000e-05 2.745300000e-09 1.738250000e-13 2.745480000e-09 5.239730000e-05 1.668700000e+05 3.361900000e+08 1.667000000e+00 2.704700000e+00 1.742900000e+15
6.925334000e-03 8.551500000e+06 3.530300000e+01 4.101700000e+16 8.327723600e-06 2.442190000e+11 4.757620000e+03 2.434760000e+04 1.954040000e-01 1.001680000e+00 9.829220000e-01 3.972410000e-01 2.257990000e-01 1.091180000e-05 3.282820000e-09 2.129290000e-13 3.283030000e-09 5.729780000e-05 1.668900000e+05 3.361900000e+08 1.667000000e+00 2.704800000e+00 1.742800000e+15
7.430899000e-03 8.551300000e+06 3.529900000e+01 4.101100000e+16 1.028722500e-05 2.276110000e+11 5.104590000e+03 2.434760000e+04 2.096550000e-01 1.001680000e+00 9.829240000e-01 3.972410000e-01 2.257950000e-01 1.104820000e-05 3.779330000e-09 2.481920000e-13 3.779580000e-09 6.147830000e-05 1.669000000e+05 3.361900000e+08 1.667000000e+00 2.704900000e+00 1.742800000e+15
7.875739000e-03 8.550800000e+06 3.529300000e+01 4.100200000e+16 1.224672630e-05 2.147620000e+11 5.409810000e+03 2.434760000e+04 2.221910000e-01 1.001680000e+00 9.829280000e-01 3.972410000e-01 2.257920000e-01 1.122390000e-05 4.245060000e-09 2.832020000e-13 4.245340000e-09 6.515630000e-05 1.669300000e+05 3.361900000e+08 1.667000000e+00 2.705000000e+00 1.742700000e+15
8.717245000e-03 8.550300000e+06 3.528500000e+01 4.099100000e+16 1.660449950e-05 1.940430000e+11 5.987040000e+03 2.434760000e+04 2.458990000e-01 1.001680000e+00 9.829320000e-01 3.972410000e-01 2.257840000e-01 1.155890000e-05 5.199890000e-09 3.572380000e-13 5.200240000e-09 7.211270000e-05 1.669600000e+05 3.361900000e+08 1.667000000e+00 2.705200000e+00 1.742600000e+15
9.421811000e-03 8.549800000e+06 3.527800000e+01 4.098100000e+16 2.096227270e-05 1.795430000e+11 6.470150000e+03 2.434760000e+04 2.657410000e-01 1.001680000e+00 9.829360000e-01 3.972410000e-01 2.257770000e-01 1.168910000e-05 6.073570000e-09 4.219440000e-13 6.074000000e-09 7.793580000e-05 1.669800000e+05 3.361900000e+08 1.667000000e+00 2.705300000e+00 1.742500000e+15
1.003443300e-02 8.549100000e+06 3.526900000e+01 4.096600000e+16 2.532004590e-05 1.685910000e+11 6.890070000e+03 2.434760000e+04 2.829880000e-01 1.001680000e+00 9.829410000e-01 3.972410000e-01 2.257700000e-01 1.184610000e-05 6.888210000e-09 4.849420000e-13 6.888700000e-09 8.299820000e-05 1.670200000e+05 3.361900000e+08 1.667000000e+00 2.705500000e+00 1.742300000e+15
1.107087900e-02 8.548300000e+06 3.525700000e+01 4.094900000e+16 3.399707790e-05 1.528240000e+11 7.600160000e+03 2.434760000e+04 3.121520000e-01 1.001680000e+00 9.829480000e-01 3.972410000e-01 2.257580000e-01 1.220960000e-05 8.382670000e-09 6.082190000e-13 8.383280000e-09 9.156030000e-05 1.670700000e+05 3.361900000e+08 1.667000000e+00 2.705700000e+00 1.742200000e+15
1.193951100e-02 8.547500000e+06 3.524600000e+01 4.093200000e+16 4.263559560e-05 1.417190000e+11 8.194910000e+03 2.434760000e+04 3.365800000e-01 1.001670000e+00 9.829540000e-01 3.972420000e-01 2.257470000e-01 1.259960000e-05 9.747610000e-09 7.297920000e-13 9.748340000e-09 9.873370000e-05 1.671100000e+05 3.361900000e+08 1.667000000e+00 2.705900000e+00 1.742000000e+15
1.269757600e-02 8.546500000e+06 3.523100000e+01 4.091000000e+16 5.127411330e-05 1.332700000e+11 8.713680000e+03 2.434760000e+04 3.578870000e-01 1.001670000e+00 9.829620000e-01 3.972420000e-01 2.257370000e-01 1.301680000e-05 1.102250000e-08 8.525090000e-13 1.102340000e-08 1.049920000e-04 1.671700000e+05 3.362000000e+08 1.667000000e+00 2.706200000e+00 1.741800000e+15
1.396063500e-02 8.544800000e+06 3.520800000e+01 4.087400000e+16 6.812581630e-05 1.212320000e+11 9.577370000e+03 2.434760000e+04 3.933600000e-01 1.001670000e+00 9.829750000e-01 3.972420000e-01 2.257190000e-01 1.380380000e-05 1.331970000e-08 1.092330000e-12 1.332080000e-08 1.154160000e-04 1.672700000e+05 3.362000000e+08 1.667000000e+00 2.706700000e+00 1.741500000e+15
1.562044400e-02 8.542800000e+06 3.518000000e+01 4.083300000e+16 9.538330150e-05 1.083760000e+11 1.071100000e+04 2.434760000e+04 4.399210000e-01 1.001670000e+00 9.829900000e-01 3.972420000e-01 2.256920000e-01 1.469900000e-05 1.666630000e-08 1.455160000e-12 1.666780000e-08 1.291040000e-04 1.673800000e+05 3.362000000e+08 1.667000000e+00 2.707300000e+00 1.741000000e+15
1.716626300e-02 8.541100000e+06 3.515600000e+01 4.079500000e+16 1.265347132e-04 9.864020000e+10 1.176530000e+04 2.434760000e+04 4.832230000e-01 1.001670000e+00 9.830040000e-01 3.972420000e-01 2.256640000e-01 1.504750000e-05 2.011710000e-08 1.797790000e-12 2.011890000e-08 1.418410000e-04 1.674800000e+05 3.362000000e+08 1.667000000e+00 2.707800000e+00 1.740700000e+15
1.827066800e-02 8.538800000e+06 3.512400000e+01 4.074800000e+16 1.525051073e-04 9.269490000e+10 1.251760000e+04 2.434760000e+04 5.141200000e-01 1.001670000e+00 9.830220000e-01 3.972420000e-01 2.256430000e-01 1.498690000e-05 2.277950000e-08 2.027220000e-12 2.278150000e-08 1.509350000e-04 1.676000000e+05 3.362100000e+08 1.667000000e+00 2.708400000e+00 1.740200000e+15
2.015048200e-02 8.535700000e+06 3.508000000e+01 4.068200000e+16 2.044458957e-04 8.407640000e+10 1.379600000e+04 2.434760000e+04 5.666260000e-01 1.001670000e+00 9.830460000e-01 3.972420000e-01 2.256030000e-01 1.497250000e-05 2.768650000e-08 2.460900000e-12 2.768900000e-08 1.664000000e-04 1.677800000e+05 3.362100000e+08 1.667000000e+00 2.709300000e+00 1.739600000e+15
2.214011300e-02 8.531600000e+06 3.502300000e+01 4.059500000e+16 2.709652031e-04 7.655150000e+10 1.514600000e+04 2.434760000e+04 6.220760000e-01 1.001660000e+00 9.830790000e-01 3.972420000e-01 2.255570000e-01 1.497540000e-05 3.339390000e-08 2.967860000e-12 3.339680000e-08 1.827480000e-04 1.680100000e+05 3.362200000e+08 1.667000000e+00 2.710500000e+00 1.738700000e+15
2.473070300e-02 8.526400000e+06 3.495000000e+01 4.048600000e+16 3.772072491e-04 6.857230000e+10 1.689870000e+04 2.434760000e+04 6.940590000e-01 1.001660000e+00 9.831190000e-01 3.972420000e-01 2.254900000e-01 1.489010000e-05 4.161130000e-08 3.675540000e-12 4.161500000e-08 2.039980000e-04 1.683100000e+05 3.362300000e+08 1.667000000e+00 2.712000000e+00 1.737600000e+15
2.740611500e-02 8.519900000e+06 3.485900000e+01 4.034900000e+16 5.126678723e-04 6.191940000e+10 1.870190000e+04 2.434760000e+04 7.681220000e-01 1.001650000e+00 9.831700000e-01 3.972430000e-01 2.254140000e-01 1.475880000e-05 5.102510000e-08 4.465080000e-12 5.102950000e-08 2.258970000e-04 1.686800000e+05 3.362400000e+08 1.667000000e+00 2.713800000e+00 1.736300000e+15
3.061276600e-02 8.512100000e+06 3.475100000e+01 4.018500000e+16 7.132329239e-04 5.548260000e+10 2.085310000e+04 2.434760000e+04 8.564770000e-01 1.001650000e+00 9.832320000e-01 3.972430000e-01 2.253130000e-01 1.464220000e-05 6.353630000e-08 5.512340000e-12 6.354180000e-08 2.520750000e-04 1.691200000e+05 3.362500000e+08 1.667000000e+00 2.716100000e+00 1.734700000e+15
3.385308400e-02 8.502400000e+06 3.461500000e+01 3.998200000e+16 9.626227645e-04 5.022190000e+10 2.301470000e+04 2.434760000e+04 9.452550000e-01 1.001640000e+00 9.833080000e-01 3.972430000e-01 2.252000000e-01 1.451100000e-05 7.752470000e-08 6.660710000e-12 7.753130000e-08 2.784440000e-04 1.696800000e+05 3.362700000e+08 1.667000000e+00 2.718900000e+00 1.732700000e+15
3.777231100e-02 8.491500000e+06 3.446300000e+01 3.975400000e+16 1.333591840e-03 4.507120000e+10 2.561070000e+04 2.434760000e+04 1.051880000e+00 1.001630000e+00 9.833940000e-01 3.972440000e-01 2.250480000e-01 1.438360000e-05 9.622140000e-08 8.186480000e-12 9.622960000e-08 3.102090000e-04 1.703100000e+05 3.362900000e+08 1.667000000e+00 2.722000000e+00 1.730400000e+15
4.130975900e-02 8.481700000e+06 3.432900000e+01 3.955200000e+16 1.739843933e-03 4.126630000e+10 2.793510000e+04 2.434760000e+04 1.147350000e+00 1.001630000e+00 9.834700000e-01 3.972440000e-01 2.248990000e-01 1.423650000e-05 1.147400000e-07 9.653000000e-12 1.147490000e-07 3.387470000e-04 1.708800000e+05 3.363000000e+08 1.667000000e+00 2.724800000e+00 1.728400000e+15
4.393193700e-02 8.473300000e+06 3.421200000e+01 3.937700000e+16 2.088231354e-03 3.884410000e+10 2.964580000e+04 2.434760000e+04 1.217610000e+00 1.001620000e+00 9.835370000e-01 3.972440000e-01 2.247820000e-01 1.404120000e-05 1.294560000e-07 1.073350000e-11 1.294670000e-07 3.598150000e-04 1.713700000e+05 3.363200000e+08 1.667000000e+00 2.727300000e+00 1.726600000e+15
4.628127400e-02 8.459100000e+06 3.401600000e+01 3.908400000e+16 2.436618775e-03 3.690910000e+10 3.116890000e+04 2.434760000e+04 1.280170000e+00 1.001610000e+00 9.836490000e-01 3.972450000e-01 2.246700000e-01 1.395240000e-05 1.433530000e-07 1.180140000e-11 1.433650000e-07 3.786350000e-04 1.722100000e+05 3.363400000e+08 1.667000000e+00 2.731400000e+00 1.723700000e+15
5.138929700e-02 8.438500000e+06 3.373300000e+01 3.866200000e+16 3.320020764e-03 3.331940000e+10 3.444610000e+04 2.434760000e+04 1.414770000e+00 1.001590000e+00 9.838110000e-01 3.972460000e-01 2.244050000e-01 1.361510000e-05 1.757930000e-07 1.409800000e-11 1.758070000e-07 4.192940000e-04 1.734400000e+05 3.363700000e+08 1.667000000e+00 2.737500000e+00 1.719400000e+15
5.661995400e-02 8.423600000e+06 3.352800000e+01 3.835800000e+16 4.416926220e-03 3.032230000e+10 3.775080000e+04 2.434760000e+04 1.550500000e+00 1.001580000e+00 9.839280000e-01 3.972460000e-01 2.241140000e-01 1.363450000e-05 2.120820000e-07 1.700160000e-11 2.120990000e-07 4.605420000e-04 1.743400000e+05 3.364000000e+08 1.667000000e+00 2.741900000e+00 1.716400000e+15
