# rad[Rsun] Temperature[K] rho[cgs] Pressure[cgs] xmr[0-1] Hp[cm] gmr[cm/s2] gsurf[cm/s2] grav[cm/s2] phi delta abadd abla abmu Nt2[rad2/sec2] Nmu2[rad2/sec2] N2[rad2/sec2] N[rad/sec] Kt[cgs] cp gamma1 kap[cgs] eint[erg/g/s]
9.412950000e-04 1.273600000e+07 7.984100000e+01 1.388600000e+17 4.727710000e-08 1.189620000e+12 1.461990000e+03 2.610100000e+04 5.601270000e-02 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 8.011040000e-19 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829400000e+05 3.344200000e+08 1.665700000e+00 1.601800000e+00 2.607300000e+15
1.036030000e-03 1.273500000e+07 7.984100000e+01 1.388600000e+17 6.303610000e-08 1.080840000e+12 1.609120000e+03 2.610100000e+04 6.164990000e-02 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 8.817190000e-19 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829300000e+05 3.344200000e+08 1.665700000e+00 1.601900000e+00 2.607300000e+15
1.116030000e-03 1.273500000e+07 7.984100000e+01 1.388600000e+17 7.879510000e-08 1.003360000e+12 1.733370000e+03 2.610100000e+04 6.641020000e-02 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 9.497990000e-19 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829300000e+05 3.344200000e+08 1.665700000e+00 1.601900000e+00 2.607300000e+15
1.185960000e-03 1.273500000e+07 7.984100000e+01 1.388600000e+17 9.455420000e-08 9.441990000e+11 1.841980000e+03 2.610100000e+04 7.057130000e-02 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 2.018610000e-18 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829300000e+05 3.344200000e+08 1.665700000e+00 1.601900000e+00 2.607300000e+15
1.305319000e-03 1.273500000e+07 7.984000000e+01 1.388600000e+17 1.260722000e-07 8.578600000e+11 2.027360000e+03 2.610100000e+04 7.767360000e-02 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 2.962330000e-18 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829300000e+05 3.344200000e+08 1.665700000e+00 1.601900000e+00 2.607200000e+15
1.436692000e-03 1.273500000e+07 7.984000000e+01 1.388600000e+17 1.680963000e-07 7.794160000e+11 2.231390000e+03 2.610100000e+04 8.549060000e-02 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 3.260420000e-18 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829300000e+05 3.344200000e+08 1.665700000e+00 1.601900000e+00 2.607200000e+15
1.547631000e-03 1.273500000e+07 7.983900000e+01 1.388500000e+17 2.101204000e-07 7.235450000e+11 2.403690000e+03 2.610100000e+04 9.209180000e-02 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 3.512120000e-18 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829300000e+05 3.344200000e+08 1.665700000e+00 1.601900000e+00 2.607200000e+15
1.644606000e-03 1.273500000e+07 7.983800000e+01 1.388500000e+17 2.521445000e-07 6.808810000e+11 2.554290000e+03 2.610100000e+04 9.786190000e-02 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 7.464250000e-18 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829300000e+05 3.344200000e+08 1.665700000e+00 1.601900000e+00 2.607200000e+15
1.810126000e-03 1.273500000e+07 7.983800000e+01 1.388500000e+17 3.361926000e-07 6.186190000e+11 2.811350000e+03 2.610100000e+04 1.077100000e-01 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 8.215320000e-18 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829300000e+05 3.344200000e+08 1.665700000e+00 1.601900000e+00 2.607200000e+15
1.949903000e-03 1.273500000e+07 7.983700000e+01 1.388500000e+17 4.202408000e-07 5.742740000e+11 3.028430000e+03 2.610100000e+04 1.160270000e-01 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 8.849500000e-18 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829300000e+05 3.344200000e+08 1.665700000e+00 1.601900000e+00 2.607200000e+15
2.072085000e-03 1.273500000e+07 7.983600000e+01 1.388400000e+17 5.042889000e-07 5.404110000e+11 3.218170000e+03 2.610100000e+04 1.232970000e-01 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 1.880740000e-17 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829200000e+05 3.344200000e+08 1.665700000e+00 1.602000000e+00 2.607100000e+15
2.280633000e-03 1.273500000e+07 7.983500000e+01 1.388400000e+17 6.723852000e-07 4.909940000e+11 3.542030000e+03 2.610100000e+04 1.357050000e-01 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 2.069970000e-17 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829200000e+05 3.344200000e+08 1.665700000e+00 1.602000000e+00 2.607100000e+15
2.456745000e-03 1.273500000e+07 7.983300000e+01 1.388400000e+17 8.404815000e-07 4.557960000e+11 3.815510000e+03 2.610100000e+04 1.461830000e-01 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 2.229730000e-17 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829200000e+05 3.344200000e+08 1.665700000e+00 1.602000000e+00 2.607100000e+15
2.610689000e-03 1.273400000e+07 7.983200000e+01 1.388300000e+17 1.008577800e-06 4.289190000e+11 4.054570000e+03 2.610100000e+04 1.553410000e-01 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 4.738670000e-17 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829200000e+05 3.344200000e+08 1.665700000e+00 1.602000000e+00 2.607100000e+15
2.873450000e-03 1.273400000e+07 7.982900000e+01 1.388300000e+17 1.344770400e-06 3.896960000e+11 4.462580000e+03 2.610100000e+04 1.709730000e-01 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 5.941340000e-17 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829100000e+05 3.344200000e+08 1.665700000e+00 1.602100000e+00 2.607000000e+15
3.123812000e-03 1.273400000e+07 7.982700000e+01 1.388200000e+17 1.727764200e-06 3.584630000e+11 4.851320000e+03 2.610100000e+04 1.858670000e-01 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 6.458600000e-17 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.829100000e+05 3.344200000e+08 1.665700000e+00 1.602100000e+00 2.607000000e+15
3.339426000e-03 1.273400000e+07 7.982400000e+01 1.388100000e+17 2.110758100e-06 3.353180000e+11 5.186090000e+03 2.610100000e+04 1.986930000e-01 1.002760000e+00 9.725400000e-01 3.971440000e-01 3.971440000e-01 -1.261580000e-12 1.380760000e-16 -1.956580000e-20 0.000000000e+00 0.000000000e+00 1.829000000e+05 3.344200000e+08 1.665700000e+00 1.602200000e+00 2.606900000e+15
3.702517000e-03 1.273300000e+07 7.982100000e+01 1.388000000e+17 2.876745700e-06 3.024340000e+11 5.749800000e+03 2.610100000e+04 2.202900000e-01 1.002760000e+00 9.725410000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 1.530750000e-16 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.828900000e+05 3.344200000e+08 1.665700000e+00 1.602200000e+00 2.606800000e+15
4.005679000e-03 1.273300000e+07 7.981700000e+01 1.387900000e+17 3.642733300e-06 2.795440000e+11 6.220430000e+03 2.610100000e+04 2.383210000e-01 1.002760000e+00 9.725410000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 1.655910000e-16 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.828900000e+05 3.344200000e+08 1.665700000e+00 1.602300000e+00 2.606700000e+15
4.268822000e-03 1.273300000e+07 7.981400000e+01 1.387800000e+17 4.408721000e-06 2.623110000e+11 6.628900000e+03 2.610100000e+04 2.539710000e-01 1.002760000e+00 9.725410000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 2.256920000e-16 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.828800000e+05 3.344200000e+08 1.665700000e+00 1.602400000e+00 2.606700000e+15
4.564186000e-03 1.273200000e+07 7.981000000e+01 1.387700000e+17 5.388471700e-06 2.453350000e+11 7.087350000e+03 2.610100000e+04 2.715350000e-01 1.002760000e+00 9.725410000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 2.412820000e-16 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.828700000e+05 3.344200000e+08 1.665700000e+00 1.602400000e+00 2.606600000e+15
4.825602000e-03 1.273200000e+07 7.980500000e+01 1.387500000e+17 6.368222300e-06 2.320440000e+11 7.493080000e+03 2.610100000e+04 2.870800000e-01 1.002760000e+00 9.725410000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 5.101250000e-16 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.828600000e+05 3.344200000e+08 1.665700000e+00 1.602500000e+00 2.606500000e+15
5.277096000e-03 1.273100000e+07 7.979800000e+01 1.387400000e+17 8.327723600e-06 2.121900000e+11 8.193730000e+03 2.610100000e+04 3.139240000e-01 1.002760000e+00 9.725420000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 5.577630000e-16 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.828500000e+05 3.344200000e+08 1.665700000e+00 1.602600000e+00 2.606300000e+15
5.662294000e-03 1.273000000e+07 7.979200000e+01 1.387200000e+17 1.028722500e-05 1.977540000e+11 8.791410000e+03 2.610100000e+04 3.368220000e-01 1.002760000e+00 9.725420000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 5.983630000e-16 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.828300000e+05 3.344200000e+08 1.665700000e+00 1.602700000e+00 2.606200000e+15
6.001219000e-03 1.272900000e+07 7.978300000e+01 1.386900000e+17 1.224672630e-05 1.865850000e+11 9.317220000e+03 2.610100000e+04 3.569670000e-01 1.002760000e+00 9.725420000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 1.410000000e-15 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.828200000e+05 3.344200000e+08 1.665700000e+00 1.602900000e+00 2.606000000e+15
6.642343000e-03 1.272800000e+07 7.977100000e+01 1.386600000e+17 1.660449950e-05 1.685740000e+11 1.031170000e+04 2.610100000e+04 3.950670000e-01 1.002760000e+00 9.725430000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 1.560190000e-15 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.827900000e+05 3.344200000e+08 1.665700000e+00 1.603100000e+00 2.605700000e+15
7.179115000e-03 1.272700000e+07 7.976100000e+01 1.386300000e+17 2.096227270e-05 1.559680000e+11 1.114400000e+04 2.610100000e+04 4.269570000e-01 1.002760000e+00 9.725430000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 1.685710000e-15 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.827700000e+05 3.344200000e+08 1.665700000e+00 1.603300000e+00 2.605500000e+15
7.645822000e-03 1.272500000e+07 7.974600000e+01 1.385800000e+17 2.532004590e-05 1.464470000e+11 1.186760000e+04 2.610100000e+04 4.546780000e-01 1.002760000e+00 9.725440000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 3.573200000e-15 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.827400000e+05 3.344200000e+08 1.665700000e+00 1.603600000e+00 2.605200000e+15
8.435366000e-03 1.272400000e+07 7.972800000e+01 1.385300000e+17 3.399707790e-05 1.327370000e+11 1.309120000e+04 2.610100000e+04 5.015580000e-01 1.002760000e+00 9.725450000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 3.922900000e-15 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.827000000e+05 3.344200000e+08 1.665700000e+00 1.603900000e+00 2.604800000e+15
9.097031000e-03 1.272200000e+07 7.971100000e+01 1.384800000e+17 4.263559560e-05 1.230810000e+11 1.411620000e+04 2.610100000e+04 5.408300000e-01 1.002760000e+00 9.725460000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 4.228400000e-15 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.826700000e+05 3.344200000e+08 1.665700000e+00 1.604200000e+00 2.604400000e+15
9.674441000e-03 1.271900000e+07 7.968800000e+01 1.384200000e+17 5.127411330e-05 1.157340000e+11 1.501040000e+04 2.610100000e+04 5.750870000e-01 1.002760000e+00 9.725470000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 8.766370000e-15 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.826200000e+05 3.344200000e+08 1.665700000e+00 1.604600000e+00 2.603900000e+15
1.063642300e-02 1.271500000e+07 7.965200000e+01 1.383100000e+17 6.812581630e-05 1.052640000e+11 1.649930000e+04 2.610100000e+04 6.321320000e-01 1.002760000e+00 9.725490000e-01 3.971440000e-01 3.971440000e-01 -0.000000000e+00 1.557530000e-14 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.825500000e+05 3.344200000e+08 1.665700000e+00 1.605300000e+00 2.603100000e+15
1.190042300e-02 1.271100000e+07 7.960900000e+01 1.381900000e+17 9.538330150e-05 9.408020000e+10 1.845410000e+04 2.610100000e+04 7.070260000e-01 1.002760000e+00 9.725510000e-01 3.971450000e-01 3.971450000e-01 -0.000000000e+00 1.989270000e-14 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.824600000e+05 3.344200000e+08 1.665700000e+00 1.606100000e+00 2.602200000e+15
1.307744000e-02 1.270700000e+07 7.957000000e+01 1.380800000e+17 1.265347132e-04 8.560960000e+10 2.027260000e+04 2.610100000e+04 7.766970000e-01 1.002760000e+00 9.725520000e-01 3.971450000e-01 3.971450000e-01 1.981280000e-13 1.820300000e-14 4.704680000e-20 1.820300000e-14 1.349190000e-07 1.823800000e+05 3.344200000e+08 1.665700000e+00 1.606800000e+00 2.601400000e+15
1.391824600e-02 1.270200000e+07 7.952100000e+01 1.379300000e+17 1.525051073e-04 8.043560000e+10 2.157050000e+04 2.610100000e+04 8.264240000e-01 1.002760000e+00 9.725550000e-01 3.971450000e-01 3.971450000e-01 -0.000000000e+00 3.868890000e-14 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.822800000e+05 3.344200000e+08 1.665700000e+00 1.607700000e+00 2.600300000e+15
1.534914300e-02 1.269500000e+07 7.945400000e+01 1.377400000e+17 2.044458957e-04 7.293350000e+10 2.377690000e+04 2.610100000e+04 9.109570000e-01 1.002760000e+00 9.725580000e-01 3.971450000e-01 3.971450000e-01 -5.598800000e-14 5.454830000e-14 -1.830290000e-20 0.000000000e+00 0.000000000e+00 1.821500000e+05 3.344200000e+08 1.665700000e+00 1.608900000e+00 2.598800000e+15
1.686327800e-02 1.268500000e+07 7.936400000e+01 1.374800000e+17 2.709652031e-04 6.638100000e+10 2.610810000e+04 2.610100000e+04 1.000270000e+00 1.002760000e+00 9.725620000e-01 3.971460000e-01 3.971450000e-01 -0.000000000e+00 9.547690000e-14 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.819600000e+05 3.344200000e+08 1.665700000e+00 1.610600000e+00 2.596900000e+15
1.883413900e-02 1.267300000e+07 7.925200000e+01 1.371600000e+17 3.772072491e-04 5.942970000e+10 2.913620000e+04 2.610100000e+04 1.116290000e+00 1.002760000e+00 9.725680000e-01 3.971460000e-01 3.971460000e-01 3.358860000e-14 1.355480000e-13 1.651270000e-20 1.355480000e-13 3.681690000e-07 1.817300000e+05 3.344200000e+08 1.665700000e+00 1.612600000e+00 2.594400000e+15
2.086874000e-02 1.265800000e+07 7.911000000e+01 1.367500000e+17 5.126678723e-04 5.363040000e+10 3.225440000e+04 2.610100000e+04 1.235750000e+00 1.002760000e+00 9.725750000e-01 3.971470000e-01 3.971470000e-01 -5.344650000e-14 2.214810000e-13 -3.223240000e-20 0.000000000e+00 0.000000000e+00 1.814500000e+05 3.344200000e+08 1.665700000e+00 1.615300000e+00 2.591300000e+15
2.330614900e-02 1.264800000e+07 7.901700000e+01 1.364800000e+17 7.132329239e-04 4.801540000e+10 3.597790000e+04 2.610100000e+04 1.378410000e+00 1.002760000e+00 9.725790000e-01 3.971470000e-01 3.971470000e-01 -0.000000000e+00 5.749890000e-14 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.812500000e+05 3.344200000e+08 1.665700000e+00 1.617000000e+00 2.589300000e+15
2.380682600e-02 1.264500000e+07 7.898300000e+01 1.363800000e+17 7.599935190e-04 4.700420000e+10 3.674110000e+04 2.610100000e+04 1.407650000e+00 1.002760000e+00 9.725810000e-01 3.971470000e-01 3.971470000e-01 1.092810000e-13 5.858930000e-14 8.565560000e-20 5.858940000e-14 2.420530000e-07 1.811800000e+05 3.344200000e+08 1.665700000e+00 1.617600000e+00 2.588500000e+15
2.428749100e-02 1.263900000e+07 7.893200000e+01 1.362400000e+17 8.067541141e-04 4.607270000e+10 3.747320000e+04 2.610100000e+04 1.435700000e+00 1.002760000e+00 9.725830000e-01 3.971480000e-01 3.971480000e-01 7.427760000e-14 1.193690000e-13 6.058020000e-20 1.193690000e-13 3.454990000e-07 1.810800000e+05 3.344200000e+08 1.665700000e+00 1.618600000e+00 2.587400000e+15
2.519610900e-02 1.263400000e+07 7.887800000e+01 1.360800000e+17 9.002753043e-04 4.440870000e+10 3.885560000e+04 2.610100000e+04 1.488660000e+00 1.002760000e+00 9.725860000e-01 3.971480000e-01 3.971480000e-01 -6.930890000e-14 8.244050000e-14 -6.080920000e-20 0.000000000e+00 0.000000000e+00 1.809700000e+05 3.344200000e+08 1.665700000e+00 1.619600000e+00 2.586200000e+15
2.576761400e-02 1.262900000e+07 7.883300000e+01 1.359500000e+17 9.626227645e-04 4.342220000e+10 3.972400000e+04 2.610100000e+04 1.521930000e+00 1.002760000e+00 9.725880000e-01 3.971480000e-01 3.971480000e-01 -0.000000000e+00 9.390280000e-14 -0.000000000e+00 0.000000000e+00 0.000000000e+00 1.808800000e+05 3.344200000e+08 1.665700000e+00 1.620400000e+00 2.585300000e+15
2.637699500e-02 1.262400000e+07 7.878700000e+01 1.358200000e+17 1.032179466e-03 4.241730000e+10 4.064900000e+04 2.610100000e+04 1.557370000e+00 1.002750000e+00 9.725900000e-01 3.971480000e-01 3.971480000e-01 -8.118840000e-14 9.598800000e-14 -7.801810000e-20 0.000000000e+00 0.000000000e+00 1.807800000e+05 3.344200000e+08 1.665700000e+00 1.621300000e+00 2.584300000e+15
2.695978400e-02 1.261700000e+07 7.871900000e+01 1.356200000e+17 1.101736168e-03 4.149870000e+10 4.153270000e+04 2.610100000e+04 1.591230000e+00 1.002750000e+00 9.725930000e-01 3.971490000e-01 3.971480000e-01 5.527400000e-14 1.958290000e-13 5.547150000e-20 1.958290000e-13 4.425250000e-07 1.806400000e+05 3.344200000e+08 1.665700000e+00 1.622600000e+00 2.582800000e+15
