# rad[Rsun] Temperature[K] rho[cgs] Pressure[cgs] xmr[0-1] Hp[cm] gmr[cm/s2] gsurf[cm/s2] grav[cm/s2] phi delta abadd abla abmu Nt2[rad2/sec2] Nmu2[rad2/sec2] N2[rad2/sec2] N[rad/sec] Kt[cgs] cp gamma1 kap[cgs] eint[erg/g/s] mu Omega[rad/sec]
1.690560000e-04 1.522300000e+07 1.435600000e+02 2.258700000e+17 4.925000000e-10 3.332310000e+12 4.721300000e+02 2.869470000e+04 1.645350000e-02 1.007850000e+00 9.666860000e-01 3.965970000e-01 3.268410000e-01 2.712340000e-03 9.554020000e-12 3.873090000e-13 9.941320000e-12 3.152990000e-06 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142760000e-01 3.647220000e-06
1.860710000e-04 1.522300000e+07 1.435600000e+02 2.258700000e+17 6.566000000e-10 3.027600000e+12 5.196460000e+02 2.869470000e+04 1.810950000e-02 1.007850000e+00 9.666860000e-01 3.965970000e-01 3.268400000e-01 3.938450000e-03 1.157390000e-11 6.812880000e-13 1.225520000e-11 3.500740000e-06 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142760000e-01 3.651160000e-06
2.004390000e-04 1.522300000e+07 1.435600000e+02 2.258700000e+17 8.208000000e-10 2.810580000e+12 5.597710000e+02 2.869470000e+04 1.950780000e-02 1.007850000e+00 9.666860000e-01 3.965970000e-01 3.268400000e-01 5.213650000e-03 1.343040000e-11 1.046540000e-12 1.447690000e-11 3.804850000e-06 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142760000e-01 3.653410000e-06
2.129980000e-04 1.522300000e+07 1.435600000e+02 2.258700000e+17 9.849000000e-10 2.644850000e+12 5.948460000e+02 2.869470000e+04 2.073020000e-02 1.007850000e+00 9.666860000e-01 3.965970000e-01 3.268400000e-01 6.562950000e-03 1.516620000e-11 1.487640000e-12 1.665380000e-11 4.080910000e-06 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142760000e-01 3.654840000e-06
2.344340000e-04 1.522300000e+07 1.435600000e+02 2.258700000e+17 1.313300000e-09 2.403010000e+12 6.547130000e+02 2.869470000e+04 2.281650000e-02 1.007850000e+00 9.666860000e-01 3.965970000e-01 3.268400000e-01 9.658940000e-03 1.837260000e-11 2.652290000e-12 2.102490000e-11 4.585290000e-06 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142760000e-01 3.656540000e-06
2.525370000e-04 1.522300000e+07 1.435600000e+02 2.258700000e+17 1.641600000e-09 2.230760000e+12 7.052680000e+02 2.869470000e+04 2.457830000e-02 1.007850000e+00 9.666860000e-01 3.965970000e-01 3.268400000e-01 1.324570000e-02 2.131960000e-11 4.220600000e-12 2.554020000e-11 5.053730000e-06 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142760000e-01 3.657480000e-06
2.683600000e-04 1.522300000e+07 1.435600000e+02 2.258600000e+17 1.969900000e-09 2.099220000e+12 7.494590000e+02 2.869470000e+04 2.611840000e-02 1.007850000e+00 9.666860000e-01 3.965970000e-01 3.268390000e-01 1.703160000e-02 2.407510000e-11 6.128320000e-12 3.020340000e-11 5.495760000e-06 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142750000e-01 3.658060000e-06
2.953690000e-04 1.522300000e+07 1.435600000e+02 2.258600000e+17 2.626500000e-09 1.907270000e+12 8.248860000e+02 2.869470000e+04 2.874700000e-02 1.007850000e+00 9.666860000e-01 3.965970000e-01 3.268390000e-01 2.672260000e-02 2.916500000e-11 1.164820000e-11 4.081320000e-11 6.388520000e-06 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142750000e-01 3.658720000e-06
3.181770000e-04 1.522300000e+07 1.435600000e+02 2.258600000e+17 3.283100000e-09 1.770550000e+12 8.885810000e+02 2.869470000e+04 3.096670000e-02 1.007850000e+00 9.666860000e-01 3.965970000e-01 3.268390000e-01 3.948930000e-02 3.384320000e-11 1.997400000e-11 5.381710000e-11 7.336020000e-06 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142750000e-01 3.659060000e-06
3.381130000e-04 1.522300000e+07 1.435600000e+02 2.258600000e+17 3.939800000e-09 1.666150000e+12 9.442580000e+02 2.869470000e+04 3.290710000e-02 1.007850000e+00 9.666860000e-01 3.965970000e-01 3.268380000e-01 5.265380000e-02 3.821730000e-11 3.007480000e-11 6.829210000e-11 8.263900000e-06 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142750000e-01 3.659260000e-06
3.721420000e-04 1.522300000e+07 1.435600000e+02 2.258600000e+17 5.253000000e-09 1.513800000e+12 1.039290000e+03 2.869470000e+04 3.621890000e-02 1.007850000e+00 9.666870000e-01 3.965970000e-01 3.268380000e-01 8.546390000e-02 4.629730000e-11 5.913540000e-11 1.054330000e-10 1.026800000e-05 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359500000e+15 8.142750000e-01 3.659480000e-06
4.008780000e-04 1.522300000e+07 1.435600000e+02 2.258600000e+17 6.566300000e-09 1.405290000e+12 1.119540000e+03 2.869470000e+04 3.901560000e-02 1.007850000e+00 9.666870000e-01 3.965970000e-01 3.268370000e-01 1.238770000e-01 5.372350000e-11 9.946310000e-11 1.531870000e-10 1.237690000e-05 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359500000e+15 8.142750000e-01 3.659580000e-06
4.259960000e-04 1.522300000e+07 1.435600000e+02 2.258600000e+17 7.879500000e-09 1.322430000e+12 1.189690000e+03 2.869470000e+04 4.146020000e-02 1.007850000e+00 9.666870000e-01 3.965970000e-01 3.268370000e-01 1.544090000e-01 6.066710000e-11 1.400010000e-10 2.006680000e-10 1.416570000e-05 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359500000e+15 8.142750000e-01 3.659630000e-06
4.688690000e-04 1.522300000e+07 1.435600000e+02 2.258600000e+17 1.050600000e-08 1.201510000e+12 1.309420000e+03 2.869470000e+04 4.563290000e-02 1.007850000e+00 9.666870000e-01 3.965970000e-01 3.268370000e-01 2.023010000e-01 7.349320000e-11 2.222030000e-10 2.956960000e-10 1.719580000e-05 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359500000e+15 8.142740000e-01 3.659680000e-06
5.050750000e-04 1.522300000e+07 1.435600000e+02 2.258600000e+17 1.313250000e-08 1.115380000e+12 1.410530000e+03 2.869470000e+04 4.915650000e-02 1.007850000e+00 9.666870000e-01 3.965970000e-01 3.268360000e-01 2.275110000e-01 8.528160000e-11 2.899740000e-10 3.752550000e-10 1.937150000e-05 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359500000e+15 8.142730000e-01 3.659700000e-06
5.367220000e-04 1.522300000e+07 1.435600000e+02 2.258600000e+17 1.575900000e-08 1.049610000e+12 1.498910000e+03 2.869470000e+04 5.223650000e-02 1.007850000e+00 9.666870000e-01 3.965970000e-01 3.268360000e-01 2.425770000e-01 9.630370000e-11 3.491350000e-10 4.454390000e-10 2.110540000e-05 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359500000e+15 8.142720000e-01 3.659710000e-06
5.907390000e-04 1.522300000e+07 1.435600000e+02 2.258600000e+17 2.101200000e-08 9.536390000e+11 1.649760000e+03 2.869470000e+04 5.749360000e-02 1.007850000e+00 9.666870000e-01 3.965970000e-01 3.268360000e-01 2.599510000e-01 1.166640000e-10 4.532370000e-10 5.699010000e-10 2.387260000e-05 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142710000e-01 3.659720000e-06
6.363550000e-04 1.522300000e+07 1.435600000e+02 2.258600000e+17 2.626500000e-08 8.852820000e+11 1.777150000e+03 2.869470000e+04 6.193300000e-02 1.007850000e+00 9.666870000e-01 3.965970000e-01 3.268360000e-01 2.542220000e-01 1.353760000e-10 5.143430000e-10 6.497190000e-10 2.548960000e-05 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142700000e-01 3.659720000e-06
6.762290000e-04 1.522300000e+07 1.435600000e+02 2.258600000e+17 3.151810000e-08 8.330840000e+11 1.888500000e+03 2.869470000e+04 6.581360000e-02 1.007850000e+00 9.666870000e-01 3.965970000e-01 3.268360000e-01 2.588030000e-01 1.528720000e-10 5.912820000e-10 7.441540000e-10 2.727920000e-05 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142680000e-01 3.659720000e-06
7.442870000e-04 1.522300000e+07 1.435600000e+02 2.258600000e+17 4.202410000e-08 7.569090000e+11 2.078560000e+03 2.869470000e+04 7.243700000e-02 1.007850000e+00 9.666870000e-01 3.965970000e-01 3.268360000e-01 2.673590000e-01 1.851910000e-10 7.399630000e-10 9.251530000e-10 3.041630000e-05 1.635100000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142660000e-01 3.659720000e-06
8.017600000e-04 1.522300000e+07 1.435600000e+02 2.258600000e+17 5.253010000e-08 7.026540000e+11 2.239050000e+03 2.869470000e+04 7.803030000e-02 1.007850000e+00 9.666870000e-01 3.965970000e-01 3.268360000e-01 2.564400000e-01 2.148940000e-10 8.235810000e-10 1.038470000e-09 3.222540000e-05 1.635200000e+05 2.519100000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142640000e-01 3.659720000e-06
8.519980000e-04 1.522300000e+07 1.435600000e+02 2.258500000e+17 6.303610000e-08 6.612250000e+11 2.379350000e+03 2.869470000e+04 8.291930000e-02 1.007850000e+00 9.666870000e-01 3.965970000e-01 3.268360000e-01 2.599380000e-01 2.426660000e-10 9.427040000e-10 1.185370000e-09 3.442920000e-05 1.635200000e+05 2.519200000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142620000e-01 3.659720000e-06
9.377470000e-04 1.522300000e+07 1.435500000e+02 2.258500000e+17 8.404820000e-08 6.007660000e+11 2.618800000e+03 2.869470000e+04 9.126420000e-02 1.007850000e+00 9.666870000e-01 3.965970000e-01 3.268360000e-01 2.678250000e-01 2.939660000e-10 1.176640000e-09 1.470610000e-09 3.834850000e-05 1.635200000e+05 2.519200000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142580000e-01 3.659720000e-06
1.010159000e-03 1.522300000e+07 1.435500000e+02 2.258500000e+17 1.050602000e-07 5.577040000e+11 2.821000000e+03 2.869470000e+04 9.831100000e-02 1.007850000e+00 9.666870000e-01 3.965970000e-01 3.268360000e-01 2.565720000e-01 3.411140000e-10 1.307990000e-09 1.649110000e-09 4.060920000e-05 1.635200000e+05 2.519200000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142550000e-01 3.659720000e-06
1.073456000e-03 1.522200000e+07 1.435500000e+02 2.258500000e+17 1.260722000e-07 5.248220000e+11 2.997750000e+03 2.869470000e+04 1.044710000e-01 1.007850000e+00 9.666880000e-01 3.965970000e-01 3.268360000e-01 2.600170000e-01 3.851970000e-10 1.496870000e-09 1.882060000e-09 4.338270000e-05 1.635200000e+05 2.519200000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142510000e-01 3.659720000e-06
1.181495000e-03 1.522200000e+07 1.435500000e+02 2.258400000e+17 1.680963000e-07 4.768360000e+11 3.299430000e+03 2.869470000e+04 1.149840000e-01 1.007850000e+00 9.666880000e-01 3.965970000e-01 3.268360000e-01 2.678750000e-01 4.666260000e-10 1.868100000e-09 2.334720000e-09 4.831900000e-05 1.635200000e+05 2.519200000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142460000e-01 3.659720000e-06
1.272731000e-03 1.522200000e+07 1.435500000e+02 2.258400000e+17 2.101204000e-07 4.426590000e+11 3.554180000e+03 2.869470000e+04 1.238620000e-01 1.007850000e+00 9.666880000e-01 3.965970000e-01 3.268360000e-01 2.566080000e-01 5.414620000e-10 2.076530000e-09 2.617990000e-09 5.116630000e-05 1.635200000e+05 2.519200000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142410000e-01 3.659720000e-06
1.352483000e-03 1.522200000e+07 1.435400000e+02 2.258400000e+17 2.521445000e-07 4.165610000e+11 3.776860000e+03 2.869470000e+04 1.316220000e-01 1.007850000e+00 9.666880000e-01 3.965970000e-01 3.268370000e-01 2.600490000e-01 6.114340000e-10 2.376320000e-09 2.987750000e-09 5.466040000e-05 1.635200000e+05 2.519200000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142350000e-01 3.659720000e-06
1.488608000e-03 1.522200000e+07 1.435400000e+02 2.258300000e+17 3.361926000e-07 3.784760000e+11 4.156930000e+03 2.869470000e+04 1.448680000e-01 1.007850000e+00 9.666890000e-01 3.965970000e-01 3.268370000e-01 2.679040000e-01 7.406790000e-10 2.965580000e-09 3.706260000e-09 6.087910000e-05 1.635200000e+05 2.519300000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142260000e-01 3.659720000e-06
1.603562000e-03 1.522200000e+07 1.435400000e+02 2.258300000e+17 4.202408000e-07 3.513500000e+11 4.477870000e+03 2.869470000e+04 1.560520000e-01 1.007850000e+00 9.666890000e-01 3.965970000e-01 3.268370000e-01 2.566370000e-01 8.594590000e-10 3.296450000e-09 4.155910000e-09 6.446640000e-05 1.635200000e+05 2.519300000e+08 1.665300000e+00 1.256700000e+00 2.359600000e+15 8.142190000e-01 3.659720000e-06
1.704046000e-03 1.522200000e+07 1.435300000e+02 2.258200000e+17 5.042889000e-07 3.306370000e+11 4.758410000e+03 2.869470000e+04 1.658290000e-01 1.007850000e+00 9.666900000e-01 3.965970000e-01 3.268380000e-01 2.600760000e-01 9.705150000e-10 3.772310000e-09 4.742820000e-09 6.886820000e-05 1.635300000e+05 2.519300000e+08 1.665300000e+00 1.256800000e+00 2.359600000e+15 8.142090000e-01 3.659720000e-06
1.875562000e-03 1.522200000e+07 1.435300000e+02 2.258100000e+17 6.723852000e-07 3.004100000e+11 5.237220000e+03 2.869470000e+04 1.825150000e-01 1.007850000e+00 9.666900000e-01 3.965970000e-01 3.268380000e-01 2.679290000e-01 1.175640000e-09 4.707630000e-09 5.883270000e-09 7.670250000e-05 1.635300000e+05 2.519400000e+08 1.665300000e+00 1.256800000e+00 2.359600000e+15 8.141950000e-01 3.659720000e-06
2.020403000e-03 1.522100000e+07 1.435200000e+02 2.258100000e+17 8.404815000e-07 2.788810000e+11 5.641530000e+03 2.869470000e+04 1.966050000e-01 1.007850000e+00 9.666910000e-01 3.965970000e-01 3.268390000e-01 2.566640000e-01 1.364160000e-09 5.232870000e-09 6.597020000e-09 8.122210000e-05 1.635300000e+05 2.519400000e+08 1.665300000e+00 1.256800000e+00 2.359600000e+15 8.141840000e-01 3.659720000e-06
2.147014000e-03 1.522100000e+07 1.435100000e+02 2.257900000e+17 1.008577800e-06 2.624420000e+11 5.994940000e+03 2.869470000e+04 2.089210000e-01 1.007850000e+00 9.666920000e-01 3.965970000e-01 3.268390000e-01 2.601010000e-01 1.540410000e-09 5.988120000e-09 7.528520000e-09 8.676710000e-05 1.635300000e+05 2.519500000e+08 1.665300000e+00 1.256800000e+00 2.359600000e+15 8.141670000e-01 3.659720000e-06
2.363126000e-03 1.522100000e+07 1.435000000e+02 2.257800000e+17 1.344770400e-06 2.384520000e+11 6.598110000e+03 2.869470000e+04 2.299420000e-01 1.007850000e+00 9.666930000e-01 3.965970000e-01 3.268400000e-01 2.713150000e-01 1.865940000e-09 7.566370000e-09 9.432300000e-09 9.712010000e-05 1.635400000e+05 2.519500000e+08 1.665300000e+00 1.256800000e+00 2.359600000e+15 8.141440000e-01 3.659720000e-06
2.569045000e-03 1.522100000e+07 1.434900000e+02 2.257700000e+17 1.727764200e-06 2.193500000e+11 7.172750000e+03 2.869470000e+04 2.499680000e-01 1.007850000e+00 9.666940000e-01 3.965970000e-01 3.268410000e-01 2.614500000e-01 2.205060000e-09 8.616530000e-09 1.082160000e-08 1.040270000e-04 1.635400000e+05 2.519600000e+08 1.665300000e+00 1.256900000e+00 2.359700000e+15 8.141230000e-01 3.659720000e-06
2.746389000e-03 1.522000000e+07 1.434800000e+02 2.257500000e+17 2.110758100e-06 2.051950000e+11 7.667600000e+03 2.869470000e+04 2.672130000e-01 1.007850000e+00 9.666950000e-01 3.965980000e-01 3.268420000e-01 2.643320000e-01 2.519770000e-09 9.954940000e-09 1.247470000e-08 1.116900000e-04 1.635500000e+05 2.519700000e+08 1.665300000e+00 1.256900000e+00 2.359700000e+15 8.140930000e-01 3.659720000e-06
3.045043000e-03 1.522000000e+07 1.434600000e+02 2.257200000e+17 2.876745700e-06 1.850850000e+11 8.500800000e+03 2.869470000e+04 2.962500000e-01 1.007850000e+00 9.666970000e-01 3.965980000e-01 3.268440000e-01 2.720040000e-01 3.097030000e-09 1.259090000e-08 1.568800000e-08 1.252520000e-04 1.635600000e+05 2.519800000e+08 1.665300000e+00 1.256900000e+00 2.359700000e+15 8.140550000e-01 3.659720000e-06
3.294414000e-03 1.521900000e+07 1.434500000e+02 2.257000000e+17 3.642733300e-06 1.710880000e+11 9.196360000e+03 2.869470000e+04 3.204900000e-01 1.007850000e+00 9.666980000e-01 3.965980000e-01 3.268460000e-01 2.590770000e-01 3.624450000e-09 1.403520000e-08 1.765970000e-08 1.328900000e-04 1.635600000e+05 2.519900000e+08 1.665300000e+00 1.257000000e+00 2.359700000e+15 8.140220000e-01 3.659720000e-06
3.510875000e-03 1.521900000e+07 1.434300000e+02 2.256800000e+17 4.408721000e-06 1.605510000e+11 9.800020000e+03 2.869470000e+04 3.415270000e-01 1.007840000e+00 9.667000000e-01 3.965980000e-01 3.268480000e-01 2.553630000e-01 4.115770000e-09 1.570960000e-08 1.982540000e-08 1.408030000e-04 1.635700000e+05 2.520000000e+08 1.665300000e+00 1.257000000e+00 2.359700000e+15 8.139870000e-01 3.659720000e-06
3.753849000e-03 1.521800000e+07 1.434200000e+02 2.256600000e+17 5.388471700e-06 1.501710000e+11 1.047750000e+04 2.869470000e+04 3.651370000e-01 1.007840000e+00 9.667020000e-01 3.965980000e-01 3.268490000e-01 2.530580000e-01 4.704330000e-09 1.779440000e-08 2.249870000e-08 1.499960000e-04 1.635800000e+05 2.520100000e+08 1.665300000e+00 1.257100000e+00 2.359800000e+15 8.139510000e-01 3.659710000e-06
3.968906000e-03 1.521700000e+07 1.433900000e+02 2.256200000e+17 6.368222300e-06 1.420450000e+11 1.107700000e+04 2.869470000e+04 3.860290000e-01 1.007840000e+00 9.667040000e-01 3.965980000e-01 3.268510000e-01 2.567350000e-01 5.257950000e-09 2.017780000e-08 2.543570000e-08 1.594860000e-04 1.635900000e+05 2.520300000e+08 1.665300000e+00 1.257200000e+00 2.359800000e+15 8.138990000e-01 3.659710000e-06
4.340354000e-03 1.521700000e+07 1.433700000e+02 2.255800000e+17 8.327723600e-06 1.299080000e+11 1.211210000e+04 2.869470000e+04 4.221040000e-01 1.007840000e+00 9.667070000e-01 3.965980000e-01 3.268530000e-01 2.644920000e-01 6.286310000e-09 2.485360000e-08 3.113990000e-08 1.764650000e-04 1.636000000e+05 2.520500000e+08 1.665300000e+00 1.257200000e+00 2.359800000e+15 8.138330000e-01 3.659710000e-06
4.657283000e-03 1.521600000e+07 1.433400000e+02 2.255400000e+17 1.028722500e-05 1.210840000e+11 1.299510000e+04 2.869470000e+04 4.528730000e-01 1.007840000e+00 9.667100000e-01 3.965980000e-01 3.268560000e-01 2.545440000e-01 7.235830000e-09 2.753250000e-08 3.476840000e-08 1.864630000e-04 1.636100000e+05 2.520700000e+08 1.665300000e+00 1.257300000e+00 2.359900000e+15 8.137750000e-01 3.659710000e-06
4.936158000e-03 1.521400000e+07 1.433000000e+02 2.254900000e+17 1.224672630e-05 1.142570000e+11 1.377170000e+04 2.869470000e+04 4.799380000e-01 1.007840000e+00 9.667140000e-01 3.965990000e-01 3.268580000e-01 2.593740000e-01 8.126250000e-09 3.150800000e-08 3.963420000e-08 1.990830000e-04 1.636300000e+05 2.521000000e+08 1.665300000e+00 1.257400000e+00 2.359900000e+15 8.136840000e-01 3.659710000e-06
5.463742000e-03 1.521300000e+07 1.432500000e+02 2.254100000e+17 1.660449950e-05 1.032510000e+11 1.524020000e+04 2.869470000e+04 5.311150000e-01 1.007830000e+00 9.667200000e-01 3.965990000e-01 3.268620000e-01 2.703110000e-01 9.950860000e-09 4.021120000e-08 5.016200000e-08 2.239690000e-04 1.636500000e+05 2.521300000e+08 1.665300000e+00 1.257600000e+00 2.360000000e+15 8.135650000e-01 3.659710000e-06
5.905512000e-03 1.521100000e+07 1.432000000e+02 2.253500000e+17 2.096227270e-05 9.555040000e+10 1.646900000e+04 2.869470000e+04 5.739400000e-01 1.007830000e+00 9.667240000e-01 3.965990000e-01 3.268670000e-01 2.576390000e-01 1.161910000e-08 4.475420000e-08 5.637330000e-08 2.374310000e-04 1.636700000e+05 2.521700000e+08 1.665300000e+00 1.257700000e+00 2.360100000e+15 8.134610000e-01 3.659700000e-06
6.289662000e-03 1.520900000e+07 1.431300000e+02 2.252500000e+17 2.532004590e-05 8.973430000e+10 1.753700000e+04 2.869470000e+04 6.111580000e-01 1.007820000e+00 9.667310000e-01 3.966000000e-01 3.268710000e-01 2.605580000e-01 1.317380000e-08 5.131990000e-08 6.449380000e-08 2.539560000e-04 1.637000000e+05 2.522100000e+08 1.665300000e+00 1.257900000e+00 2.360200000e+15 8.133130000e-01 3.659700000e-06
6.939648000e-03 1.520700000e+07 1.430500000e+02 2.251400000e+17 3.399707790e-05 8.136290000e+10 1.934250000e+04 2.869470000e+04 6.740780000e-01 1.007820000e+00 9.667400000e-01 3.966000000e-01 3.268790000e-01 2.675560000e-01 1.602360000e-08 6.410380000e-08 8.012740000e-08 2.830680000e-04 1.637300000e+05 2.522700000e+08 1.665300000e+00 1.258100000e+00 2.360300000e+15 8.131300000e-01 3.659700000e-06
7.484470000e-03 1.520400000e+07 1.429800000e+02 2.250300000e+17 4.263559560e-05 7.546830000e+10 2.085430000e+04 2.869470000e+04 7.267640000e-01 1.007810000e+00 9.667470000e-01 3.966010000e-01 3.268870000e-01 2.554620000e-01 1.862340000e-08 7.114410000e-08 8.976750000e-08 2.996120000e-04 1.637700000e+05 2.523200000e+08 1.665300000e+00 1.258300000e+00 2.360400000e+15 8.129690000e-01 3.659690000e-06
